Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
647,13566450,"Collins Torda","2025-04-03 07:58:46",0.79892,20,collinstorda
648,13541663,"Sebastian James Cecilia","2025-04-04 02:30:33",0.79892,9,sebcecilia
649,13367327,MarkerTassel,"2025-02-19 20:36:28",0.79869,8,markertassel
650,13381043,"Trần Văn An 04","2025-02-25 10:40:20",0.79869,11,trnvnan04
651,13471954,"Marisa Jacknewitz","2025-03-12 03:39:11",0.79869,5,marisajacknewitz
652,13481338,IncredHam,"2025-03-12 05:11:48",0.79869,1,incredham
653,13504966,"Pierce Wong","2025-03-19 05:46:47",0.79869,28,piercerwong
654,11963989,Mr_classified,"2025-03-18 20:14:32",0.79869,1,mrclassified
655,13529705,"Jonatan G H","2025-03-21 19:58:46",0.79869,9,jonatangh
656,13522547,"Yuhao Liu","2025-03-21 16:28:56",0.79869,3,coldhenry1212
657,13487051,"Yashwanth Kiran","2025-03-28 06:31:36",0.79869,4,yash12345678890
658,13532206,roheunseo,"2025-03-25 11:14:24",0.79869,12,roheunseo
659,13567188,"Samantha Rose Santos","2025-04-03 16:20:23",0.79869,11,samantharosesantos
660,13604969,"Samantha Limcolioc","2025-04-03 16:54:01",0.79869,7,samanthalimcolioc
661,13609262,"Mike Zeng 2009","2025-04-04 13:00:45",0.79869,1,mikezeng2009
662,13012487,2024e_Cynthia,"2025-04-06 10:48:47",0.79869,1,youjiiaa
663,13605206,"Marc Angelo Sta Juana","2025-04-10 06:18:22",0.79869,20,marcangelostajuana
664,13273651,"Phlzy. _","2025-04-16 11:41:17",0.79869,55,swagblackduragphlzy
665,13521566,wolfstefan,"2025-04-10 06:21:37",0.79869,17,wolfstefan
666,13651537,"Tarun C. N","2025-04-10 15:11:05",0.79869,2,taruncn
667,13668682,roka3302,"2025-04-14 13:21:00",0.79869,3,roka3302
668,13680337,"Antoine Naudy","2025-04-16 14:26:11",0.79869,1,antoinenaudy
669,13409645,SILENTSIU,"2025-03-10 13:03:25",0.79845,11,silentsiu
670,13325481,YLYLny,"2025-03-07 13:43:34",0.79845,3,ylylny
671,13472050,"Vijay Kumar Mall","2025-03-10 19:18:15",0.79845,2,vijaykumarmall
672,13421971,"Soumili Jana Ghosh","2025-03-13 15:03:58",0.79845,1,soumilijanaghosh
673,13499659,"Степан Дружининский","2025-03-20 18:00:34",0.79845,5,druzzzsk
674,13576816,"Swapnendu Dutta","2025-03-30 10:17:41",0.79845,1,swapnendu10
675,13579063,"Raúl Quintero García","2025-03-30 23:12:48",0.79845,4,ralquinterogarca
676,13563606,"Lyle Dominic Atienza","2025-04-04 04:06:10",0.79845,33,lyledominicatienza
677,13467860,zhimin_W,"2025-04-07 07:02:55",0.79845,8,zhiminw
678,13639812,Asgaroth,"2025-04-12 08:54:58",0.79845,12,asgarothhh
679,13168616,"Rasa Dangelaitė","2025-02-16 11:52:48",0.79822,1,rasadangelait
680,13456779,Fabio261,"2025-03-13 15:58:05",0.79822,1,fabio261
681,13543528,parkwonbin,"2025-03-30 06:13:56",0.79822,5,pwb0101
682,13549029,"Daniela Regina González Angulo Garza","2025-03-30 23:37:44",0.79822,5,danielargonzalez
683,10105552,"Thomas D'Angelo","2025-04-04 22:12:02",0.79822,2,thomasdangelo
684,13631670,"yuka #3","2025-04-12 03:39:36",0.79822,4,yuka32668
685,13649778,Lunoxski,"2025-04-12 10:07:20",0.79822,2,lunoxski
686,13461376,jlai,"2025-04-14 13:13:13",0.79822,25,jlai25520
687,13637020,Kameron,"2025-04-15 08:24:29",0.79822,10,kameronv
688,13215280,"Анжелика Федорова","2025-02-28 21:22:30",0.79798,64,datageek2304
689,13286585,"Saliha Nishad Farid ","2025-03-03 08:40:04",0.79798,1,salihanishadfarid
690,13435307,HiroInfo,"2025-03-04 07:45:18",0.79798,1,hiroinfo
691,13457802,Jansibp,"2025-03-11 21:27:11",0.79798,2,jansibp
692,13523535,"[Deleted] 9f11bd2f-cc70-4489-b0f3-2ecc4443ef9d","2025-03-20 01:00:27",0.79798,2,del=f98457b5e59800f8
693,13543578,"Connor Young","2025-03-24 04:38:57",0.79798,3,connoryoung073
694,13550710,"Charles jhjh","2025-03-25 08:19:04",0.79798,10,charlesjhjh
695,13576765,HaifengLiao,"2025-03-30 09:30:41",0.79798,6,haifengliao
696,13614908,jackGang,"2025-04-08 06:30:09",0.79798,10,jaumemanero
697,13636762,"Dante Thomas","2025-04-09 00:51:07",0.79798,2,dantedatascienctist
698,13587980,"Nhân Hà","2025-04-11 13:10:53",0.79798,9,nhanha123
699,13347974,"Ryan Krumenacker","2025-02-16 00:22:02",0.79775,4,ryankrumenacker
700,13346997,HenryECW,"2025-02-16 13:02:10",0.79775,4,henryecw
701,13351886,"Alex UnderOak","2025-02-20 08:19:02",0.79775,14,alexunderoak
702,13396248,"Serkan Akköse","2025-03-03 21:51:43",0.79775,1,serkanakkse
703,13445635,"Eshaan Aryan Sinha","2025-03-07 15:19:45",0.79775,9,eshaanaryansinha
704,13506331,"Maneesha Gunawardhana","2025-03-17 06:34:06",0.79775,1,maneesha33
705,13472109,ROB,"2025-03-18 00:35:31",0.79775,9,robkraseu
706,13523995,Takuya0911,"2025-03-20 02:06:11",0.79775,1,takuya0911
707,13522787,Julian_Zengerle,"2025-03-21 08:11:53",0.79775,2,julianzengerle
708,13573660,"Xuanjun Wu","2025-03-31 15:32:04",0.79775,29,xuanjunwu
709,13578710,"esteban aguirre m","2025-03-30 21:58:34",0.79775,1,estebanaguirrem
710,13580032,"Jesus Esteban Bustamante Apodaca","2025-03-31 07:41:24",0.79775,2,estebanbustamante11
711,13550763,CjRObles,"2025-04-02 14:48:13",0.79775,30,cjrobles
712,13551351,"Rares Anea","2025-04-11 16:46:29",0.79775,6,raresanea
713,13555686,"Qian #2","2025-04-08 08:08:53",0.79775,3,lqcarrot
714,13678804,Yosep,"2025-04-16 05:24:04",0.79775,3,yosepsep
715,13678812,nengnengs,"2025-04-16 06:46:05",0.79775,4,nengnengs
716,13350110,"Farshad Jafarzadeh","2025-02-17 23:26:45",0.79752,5,farshadj101
717,13383705,"Seth Poindexter","2025-02-23 00:29:18",0.79752,11,spoindexter
718,13388506,Flarrow,"2025-02-28 23:33:57",0.79752,2,flarrow
719,13424091,Rsbit@30,"2025-03-05 17:46:07",0.79752,2,rsbit30
720,13446690,"Karl Ma","2025-03-06 08:00:01",0.79752,1,mkarl83
721,13380453,Ivank04,"2025-03-11 18:11:38",0.79752,18,ivank04
722,13509451,"Harald Bjurulf","2025-03-20 21:11:21",0.79752,2,haraldbjurulf
723,13479396,"Richard Liang UCI","2025-03-21 05:44:31",0.79752,22,richardlianguci
724,13542013,"Andrey Shukin ","2025-03-26 18:39:54",0.79752,4,andreyshukin
725,13626010,Zhuzilan,"2025-04-09 03:41:40",0.79752,17,zhuzilan
726,13635233,"Alberto Agrò","2025-04-10 22:18:31",0.79752,1,albertoagr
727,13651751,E.T.,"2025-04-14 12:21:02",0.79752,7,ernoeszabo
728,13655217,"Siddhesh Asati","2025-04-11 18:52:00",0.79752,2,siddheshasati
729,13298266,pangarso,"2025-04-13 00:59:38",0.79752,21,pangarso
730,13678976,cienciadasofrencia_FMU,"2025-04-16 16:10:14",0.79752,8,"dyogosilva,jovandrade,turmafmu2354"
731,13398855,"дмитрий клименко","2025-03-04 10:36:22",0.79728,6,ra1der03
732,13424707,Drapes,"2025-03-02 10:18:16",0.79728,2,drapes
733,13251507,"Daniel Dobrenz","2025-03-12 21:20:42",0.79728,27,danieldobrenz
734,13516758,"Zijie Xiang","2025-03-19 00:41:07",0.79728,18,zijiexiang
735,13521380,"Allan Zhang","2025-03-21 18:32:42",0.79728,1,allanwzhang
736,13543429,seoyoungjin32423423,"2025-03-24 01:58:21",0.79728,2,seoyoungjin32423423
737,13543918,Leegiwon123,"2025-03-27 04:54:48",0.79728,1,leegiwon123
738,13563751,"Adrian Dominic Samson","2025-04-04 03:25:20",0.79728,47,adriandominicsamson
739,13193616,VaibhavPhat,"2025-03-30 10:30:37",0.79728,1,vaibhavphat
740,13570070,"Roberto Armando Rodr�guez Bernal","2025-03-31 03:50:43",0.79728,5,mandordz
741,13462528,"DIPESH LOHCHAB","2025-04-09 17:35:43",0.79728,16,dipeshlohchab
742,11685340,박성민,"2025-04-04 04:41:41",0.79728,2,studentpark
743,13607224,"Hwang Jung Sick","2025-04-04 04:58:50",0.79728,2,hwangjungsick
744,13607313,sadiuqpsk@gmail.com,"2025-04-04 04:53:13",0.79728,1,sadiuqpskgmailcom
745,13607343,baekwoohyun,"2025-04-04 04:53:36",0.79728,1,baekwoohyun
746,13607348,TaehyunKIM,"2025-04-04 04:53:37",0.79728,1,taetaehhkim
747,13607341,"배성일 (배성일)","2025-04-04 04:53:59",0.79728,1,tylerokonma
748,13607340,LEEHYUKJUN,"2025-04-04 04:54:00",0.79728,1,leehyukjun
749,13607344,kwonsemin,"2025-04-04 04:54:01",0.79728,1,kwonsemin2
750,13607353,다어니야,"2025-04-04 04:54:05",0.79728,1,daxxon2
751,13607357,"KIDU JUNG","2025-04-04 04:54:38",0.79728,1,kidujung
752,13607356,"KIM CHAEHYUN","2025-04-04 04:54:40",0.79728,1,chhaechhae
753,13607359,도희예요,"2025-04-04 04:55:07",0.79728,1,do3hee
754,13607346,"LEE GA","2025-04-04 04:55:09",0.79728,1,leegayong
755,13607337,baesungil,"2025-04-04 11:51:30",0.79728,2,sungil1211
756,13607314,joyeeun,"2025-04-04 04:55:25",0.79728,2,joeyeeun
757,13607373,kimminseo,"2025-04-04 04:57:55",0.79728,1,kimminseo1234
758,13607364,"KIM KANG MIN","2025-04-04 04:58:10",0.79728,1,kkangmin0521
759,13607369,sungeun889,"2025-04-04 04:58:25",0.79728,1,sungeun8
760,13607379,baekwonjun,"2025-04-04 04:58:32",0.79728,1,baekwonjun
761,13607384,JaeHong489,"2025-04-04 04:58:54",0.79728,1,jaehong489
762,13607387,"Ash Ahn","2025-04-04 04:59:58",0.79728,1,ashahnk
763,13607386,ChanhuiLEE,"2025-04-04 05:00:02",0.79728,2,chanhui0505
764,13607339,yang0569,"2025-04-04 05:00:46",0.79728,1,yang0569
765,13607361,"20211683 Park hyeongmin","2025-04-04 05:01:00",0.79728,2,hyeongmani1125
766,13607315,rkdehddn,"2025-04-04 05:01:01",0.79728,1,rkdehddn
767,13607393,choijueun,"2025-04-04 05:01:08",0.79728,1,choijueun1
768,13607338,yyyyoo_n,"2025-04-04 05:02:54",0.79728,1,yyyyoon
769,13607347,Jongwan31415933,"2025-04-04 05:02:55",0.79728,1,jongwan23333
770,13607360,woonijoa,"2025-04-04 05:05:17",0.79728,1,woonijoa
771,13607355,taehyeonkong,"2025-04-04 05:05:48",0.79728,1,taehyoenkong
772,13607367,"Min Ah Kim","2025-04-04 05:06:28",0.79728,1,minminaa
773,13607382,hshshs525,"2025-04-04 05:07:02",0.79728,2,hshshs525
774,13607423,Byung_h_kim,"2025-04-04 05:09:13",0.79728,1,byunghkim
775,13634515,"Max Raso","2025-04-08 16:05:37",0.79728,2,maxraso
776,13402263,"Benjamin #6","2025-03-03 06:08:41",0.79705,2,tongkitmin
777,13143584,"Cristian Cordos","2025-03-06 09:41:25",0.79705,1,cristiancordos
778,13461869,dreamerwq,"2025-03-11 18:38:37",0.79705,2,dreamerwq
779,13483839,"Prem ghosh2003","2025-03-13 09:41:49",0.79705,1,premghosh2003
780,13600600,"Kelly Perez","2025-04-03 03:27:37",0.79705,10,kellypereznj
781,13600686,"Natasha de los Santos","2025-04-03 03:15:07",0.79705,4,natashadelossantos
782,13600846,ldkgfdkl,"2025-04-03 03:51:24",0.79705,10,ldkgfdkl
783,13617581,"Julius Botchway","2025-04-05 23:16:26",0.79705,1,juliusbotchway
784,13628306,"Ben Spar","2025-04-08 17:48:28",0.79705,6,benspar
785,13640104,"John Prabhasith","2025-04-10 17:24:04",0.79705,4,johnprabhasith
786,13679811,Karson0707,"2025-04-16 13:47:02",0.79705,1,karson0707
787,13326224,"Vladimir Bunardzic","2025-02-17 12:42:13",0.79682,1,whynot1611
788,13241730,codexbhawesh,"2025-02-22 10:08:58",0.79682,2,codexbhawesh
789,13320672,"Keerat Khanuja","2025-03-25 08:46:18",0.79682,7,novasolo
790,13463479,"Akshatvir Singh","2025-03-25 15:23:13",0.79682,49,akshatvirsingh
791,10488300,"Adrien Denoel","2025-03-16 12:44:36",0.79682,1,adriendenoel
792,13526617,HumanBurrito,"2025-03-21 06:22:17",0.79682,20,humanburrito
793,13357933,"Leandro Menez","2025-03-29 13:43:22",0.79682,49,leandromenez
794,13550493,"Charles Jason Robles","2025-04-02 14:50:27",0.79682,14,charlesjasonrobles
795,13568461,"Dharlene C Gilbuena","2025-04-04 02:26:55",0.79682,3,dharlenecgilbuena
796,13571273,"Diego Marcelo Gonzalez Lujan","2025-03-31 03:33:24",0.79682,1,diegolujan
797,13492855,"Joseph Jr. Ferriol","2025-04-03 01:45:09",0.79682,21,josephjrferriol
798,13600982,gfdgdh,"2025-04-03 04:27:33",0.79682,10,gfdgdh
799,13552754,"Daphne Nicole Machito","2025-04-04 02:05:06",0.79682,3,daphnenicolemachito
800,13609583,luke,"2025-04-04 13:58:37",0.79682,2,john19961027
801,13605781,"Vaibhav Malla","2025-04-08 19:12:52",0.79682,1,vaibhavmalla
802,13636958,"Jing Yin","2025-04-09 02:26:28",0.79682,6,yinjasmine2001
803,13640862,"Arya Sadawrate","2025-04-09 13:54:14",0.79682,1,aryasadawrate
804,13648684,Théo,"2025-04-10 18:04:25",0.79682,1,theoged
805,13430975,NeatLovin,"2025-04-14 13:23:45",0.79682,8,neatlovin
806,13340179,"Harsh Agrawal2404","2025-02-19 14:50:25",0.79658,2,harshagrawal2404
807,13050428,Saish31,"2025-02-19 20:04:47",0.79658,6,saishsail103
808,13426173,"hongrun qv","2025-03-02 13:45:51",0.79658,2,hongrunqv
809,13426734,hanyizhou615,"2025-03-02 17:28:57",0.79658,3,hanyizhou615
810,13423349,"Grayson Farrell","2025-03-02 22:39:48",0.79658,11,graysonfarrell
811,12811445,S&C,"2025-03-16 15:08:44",0.79658,4,"celestemiller,seandurkan"
812,13543899,20213025kimminju,"2025-03-30 09:44:08",0.79658,7,kimminju903
813,13491559,denkimagic,"2025-04-06 14:32:12",0.79658,7,denkimagic
814,13643110,"Alla Yaswitha","2025-04-10 09:11:42",0.79658,1,allayaswitha
815,13640662,"Nandhitha Donthamsetti","2025-04-10 09:34:29",0.79658,2,nandhitha2006
816,13648741,"Mounika Boja","2025-04-10 09:40:01",0.79658,2,mounikaboja
817,13644812,"Sasidhar Chebiyyam","2025-04-10 09:42:58",0.79658,2,sasidharchebiyyam
818,13636547,"Ignacio Demarchi","2025-04-12 18:46:33",0.79658,2,ignaciodemarchi22
819,13673731,JackCha,"2025-04-15 15:38:52",0.79658,1,jackcha
820,13352805,BlossomsGarden,"2025-02-17 14:47:26",0.79635,4,blossomsgarden
821,13363829,xiuhu733,"2025-02-19 10:29:01",0.79635,2,xiuhu733
822,13227046,"Edosuyi Enosakhare","2025-02-22 09:51:18",0.79635,2,edosuyienosakhare
823,13395538,n3bdev,"2025-02-24 16:57:01",0.79635,10,n3bdev
824,13387757,"Micah Tracht","2025-03-06 16:19:49",0.79635,11,micahtracht
825,13307149,harrynewton98,"2025-03-08 08:32:33",0.79635,3,harrynewton98
826,13506635,"Khoa Do","2025-03-21 02:13:35",0.79635,20,khoado5
827,13566589,"Sebastian Garcia","2025-04-04 00:24:50",0.79635,15,asdfasdfasdfsadfsdaf
828,13566500,"David Gerard Josaphat Enriquez","2025-03-28 02:12:43",0.79635,8,david050602enriquez
829,13566503,"Christine Sakura Ozeki","2025-04-04 00:57:36",0.79635,14,christinesakuraozeki
830,13611678,"Ishraq Rahman","2025-04-04 21:25:39",0.79635,2,ishman00
831,13565033,"Hill Garcia","2025-04-05 15:14:56",0.79635,21,hillgarcia
832,13621173,raressvv,"2025-04-06 12:32:16",0.79635,2,raressvv
833,13611376,"Paloma Calvin","2025-04-09 00:12:39",0.79635,9,palomacalvin
834,13646768,"Jc Emanuel Nicolas","2025-04-10 05:35:56",0.79635,1,jcemanuelnicolas
835,13654327,Jo神,"2025-04-11 06:32:59",0.79635,1,jojozyh
836,13385384,"MD BAHAUDDIN","2025-02-23 10:36:39",0.79611,3,mbahau
837,13393440,tsum217,"2025-02-24 08:35:45",0.79611,1,tsum217
838,13401658,noble343,"2025-02-26 21:16:42",0.79611,1,noble343
839,13399343,zhangwen,"2025-03-10 16:45:11",0.79611,10,zhangwen199974
840,13432287,Piyush902,"2025-03-11 16:50:43",0.79611,1,piyush902
841,13404120,"Shivam Phugat","2025-03-24 13:26:53",0.79611,26,shivamphugat
842,13546158,iamfreakin,"2025-03-30 11:34:56",0.79611,2,iamfreakin
843,13573720,Cobaltboy,"2025-03-29 13:41:01",0.79611,1,cobaltboy
844,13566393,"Uriah Umali","2025-04-04 02:13:36",0.79611,13,uriahumali
845,13566925,"Deryck Lim","2025-04-04 06:58:56",0.79611,10,derycklim
846,13648366,"Andrea Joy Abergas","2025-04-10 08:18:17",0.79611,9,andreajoyabergas
847,13648493,"Eunhae Lee","2025-04-10 08:30:07",0.79611,8,eunhaelee24
848,13665188,"Roman Zajic","2025-04-15 18:35:24",0.79611,11,romanzajic
849,13363339,"Deep Space Learners","2025-04-16 08:14:22",0.79611,16,"franktclin,mailwilliams,metalthread"
850,13354669,"anatole faugere","2025-02-17 15:02:37",0.79588,2,anatolefaugere
851,13362890,"JiaQian Liang","2025-02-19 03:20:54",0.79588,4,jiaqianliang
852,13424276,"Zachary James McNulty","2025-03-07 07:40:29",0.79588,1,zacharyjamesmcnulty
853,13490342,Tacoman789,"2025-03-17 20:58:22",0.79588,6,tacoman789
854,13471962,aletoric,"2025-03-14 17:54:20",0.79588,6,aletoric
855,13408224,"UCI's Best Team","2025-03-15 04:01:02",0.79588,3,"aditme,bencomer98,jeremymichaelbecker"
856,13500783,"[Deleted] d913c4a8-5923-4768-b7a1-5da055b1e3e7","2025-03-15 18:27:44",0.79588,1,del=c2747fc898c4c9cc
857,13463949,"Arena Galeana Oregon","2025-03-19 04:06:28",0.79588,11,arenagaleanaoregon
858,13463130,"Christopher Sun","2025-03-25 15:23:23",0.79588,83,christophersun16
859,11865008,"Naimul Hasan Shadesh","2025-03-20 16:00:55",0.79588,1,shadesh
860,13508847,"Parijat Shukla","2025-03-22 05:21:04",0.79588,33,parijatshukla1
861,13540418,"Chun-Yung Lo","2025-03-23 09:23:36",0.79588,3,chunyunglo
862,13408349,"Jorge Rosas","2025-03-24 23:55:15",0.79588,7,jorgerosas
863,13550196,"Enzo Linus Ong","2025-04-03 10:41:27",0.79588,18,enzolinusong
864,13588651,"Raphael Loren Cruz","2025-04-02 03:19:18",0.79588,3,raphaellorencruz
865,13566926,"Aaniziyah Cabauatan","2025-04-04 03:50:23",0.79588,25,aaniziyahcabauatan
866,13603307,"Enzo Ong","2025-04-03 12:07:52",0.79588,10,enzoong
867,13583608,"Abhishek Tyagi","2025-04-05 14:13:32",0.79588,3,leo7279
868,13617087,"Sam Li","2025-04-09 16:14:54",0.79588,22,samlilbk
869,13636073,"Amna Al Obaidli","2025-04-08 20:35:28",0.79588,1,amnaalobaidli
870,13672462,"Yashwanthvarma Alluri","2025-04-14 18:35:57",0.79588,1,yashwanthvarmaalluri
871,13362144,"Kevin Binz","2025-03-05 03:31:24",0.79565,2,kevinbinz
872,13374863,"Luca paiano","2025-02-20 11:40:45",0.79565,1,lucapaiano
873,13407240,"Rushabh shah","2025-02-27 06:29:52",0.79565,3,rushabh7cr
874,13411179,coolcola,"2025-02-28 20:16:09",0.79565,1,coolcola
875,13475754,"Muhammad Mujtaba #2","2025-03-12 00:59:43",0.79565,2,muhammadmujtaba85
876,13473246,"Jasmine Shields","2025-03-18 23:48:21",0.79565,24,jasmineshields
877,13496851,"Alyas Thomas","2025-03-21 01:04:19",0.79565,9,alyasthomas
878,13550362,"Art Camposano","2025-04-02 14:20:33",0.79565,8,artcamposano
879,13575175,"Martha María Cantú Martínez","2025-03-31 04:32:31",0.79565,11,marthamaria
880,13600513,"Gail Johnson","2025-04-03 02:46:45",0.79565,10,gailjohnson
881,13606645,"Francia Mae Palatino #2","2025-04-04 01:31:45",0.79565,10,franciamae
882,13606751,"Wesley Sy1","2025-04-04 01:45:40",0.79565,2,wesleysy1
883,13639657,"Latricia Briguera","2025-04-09 10:55:39",0.79565,10,latriciabriguera
884,12027863,"Khazani Ahmed ibrahim","2025-02-19 17:30:41",0.79541,2,khazaniahmedibrahim
885,13369005,"Tal Gonen","2025-02-19 20:05:54",0.79541,1,talgonen1
886,13421403,ZDQQQQQ,"2025-03-02 13:10:51",0.79541,8,zdqqqqq
887,13479498,"Kimz Regalado","2025-03-18 18:55:29",0.79541,12,kimzregalado
888,13474684,Darbo8,"2025-03-25 15:23:53",0.79541,34,darbo8
889,13474682,"Kasidish Duangnoi","2025-03-17 08:38:33",0.79541,8,kasidishduangnoi
890,13054704,"Miles Urquidi","2025-03-19 17:48:21",0.79541,5,milesurquidi
891,13479729,"Miles Calvin Urquidi","2025-03-20 04:10:39",0.79541,7,milescalvinurquidi
892,13517751,"Sunmitha Mohanraja","2025-03-25 07:49:45",0.79541,11,sunmithamohanraja
893,13550170,"Charles Robles","2025-03-25 07:32:49",0.79541,10,charlesrobles
894,13548937,"Toby Rahilly","2025-03-25 10:22:03",0.79541,5,wearymonkey
895,13559832,ImagineDolphins,"2025-03-27 02:44:39",0.79541,10,reeseallen
896,13543526,HanInHyeok20203024,"2025-03-27 09:29:13",0.79541,8,haninhyeok20203024
897,13425350,"Kenneth Owusu Boakye","2025-03-28 09:09:45",0.79541,7,kennethowusuboakye
898,13446034,"Adrián Parodi","2025-03-29 16:42:01",0.79541,26,adrinparodi
899,13601339,dfsffds,"2025-04-03 05:55:48",0.79541,10,dfsffds
900,13611246,Steve179,"2025-04-04 19:08:13",0.79541,8,steve179
901,13651431,AleexBalaguer,"2025-04-10 16:22:55",0.79541,2,aleexbalaguer
902,13330429,kwekwe,"2025-03-02 12:18:47",0.79518,12,kwekwe
903,13378201,"Chris Whitman","2025-02-21 02:05:23",0.79518,7,chrismwhitman
904,13458718,"BK Kwasniak","2025-03-12 04:01:38",0.79518,17,bkkwasniak
905,13487966,"An Tô Duy","2025-03-13 15:12:44",0.79518,2,antduy
906,13463847,"Ethan Luan Chu","2025-03-20 04:56:13",0.79518,17,ethanluanchu
907,13491109,"Ziqi Diao","2025-03-21 03:00:51",0.79518,6,ziqidiao
908,13538700,"дима абдулсаметов","2025-03-25 05:14:15",0.79518,1,poitrew
909,13543927,SangJin,"2025-03-30 06:36:52",0.79518,2,sang00jin
910,13580601,knot,"2025-04-01 06:21:17",0.79518,5,knothk
911,13012295,2024e_Ryan,"2025-04-08 06:28:59",0.79518,6,deemoii
912,13591315,"Nathan Olivan","2025-04-03 14:17:03",0.79518,16,nathanolivan
913,9516963,"H M QUAMRAN HASAN","2025-04-07 20:31:13",0.79518,12,quamos
914,13629605,"Mohammad Farhat188","2025-04-09 15:08:08",0.79518,1,mohammadfarhat188
915,13662291,lazro_programmer,"2025-04-13 20:37:07",0.79518,15,lazroprogrammer
916,13669501,Strickland,"2025-04-14 08:44:36",0.79518,1,hkjhjkhukhuyhyuuihyu
917,13370358,"Анатолий Дятлов","2025-03-04 20:13:06",0.79494,1,anatolydyatlov228
918,13472322,Crecer101,"2025-03-14 19:16:51",0.79494,7,crecer101
919,13519590,vorrjjard,"2025-03-22 02:03:18",0.79494,1,vorrjjard
920,13543524,"cho unhyung","2025-03-24 03:32:03",0.79494,1,chounhyung
921,13541339,"NILESH NANDAN T S","2025-03-25 11:27:45",0.79494,2,nileshnandants
922,13566533,"Christelle Ong","2025-03-28 01:56:59",0.79494,5,christelleong
923,13357932,"Tayshaun Pierce Alabado","2025-04-04 08:35:05",0.79494,29,ttayshbokki
924,13605008,"Wesley Nathan Sy","2025-04-04 00:54:17",0.79494,20,wesleynathansy
925,13606649,"Wesley Sy","2025-04-04 01:19:10",0.79494,10,wesleysy
926,13442024,"Shlok Kumar","2025-04-05 05:47:57",0.79494,1,shlokkumar2303
927,13619093,yangyajie2004,"2025-04-06 14:46:38",0.79494,4,yangyajie2004
928,13599522,"Charles Nathanael Matamorosa","2025-04-10 00:51:51",0.79494,15,cnmatamorosa
929,13654294,"ACHRAF BOGRYN","2025-04-11 06:15:23",0.79494,1,achrafbogryn
930,13651473,"Aaditya Sridharan","2025-04-15 13:05:06",0.79494,3,aadityasridharan
931,13266165,"Juan José Di Noto","2025-02-25 18:24:55",0.79471,15,juanjosdinoto
932,13365724,Tatsuhiko_U,"2025-02-20 09:00:53",0.79471,7,tatsuhikou
933,13474520,"Avaneesh Benki","2025-03-11 15:12:00",0.79471,2,avaneeshbenki
934,13537331,"Ratul RK","2025-03-22 15:35:35",0.79471,5,ratulrk
935,13535858,"Kai G. Schwebke","2025-03-24 19:17:54",0.79471,5,kschwebke
936,13550187,"Nathaniel Singson","2025-03-25 08:54:11",0.79471,2,nathanielsingson
937,13550174,"Nathaniel Ashton Olivan","2025-04-03 18:03:56",0.79471,19,nathanielolivan
938,13579001,"Isela Varela","2025-04-02 23:42:36",0.79471,5,iselavarela
939,13598396,"Alejandrino Arce Jr","2025-04-09 03:24:14",0.79471,3,alejandrinoarcejr
940,13627065,"Manan Jain #3","2025-04-09 12:17:39",0.79471,1,manan19jain2005
941,13636770,"Rubeno Dechua","2025-04-15 03:55:59",0.79471,8,rubenodechua123
942,13333443,"Kritadhi Chakraborty","2025-02-18 15:53:48",0.79448,3,kritadhichakraborty
943,13364986,"Nefelibata BIGR","2025-02-20 08:47:57",0.79448,3,nefelibatabigr
944,13035730,"Merque de Lyon","2025-02-24 17:49:01",0.79448,4,merquedelyon
945,13213772,"li wenxuan","2025-02-25 13:02:28",0.79448,4,lwxmmmmsl
946,13431022,LudoMarki,"2025-03-10 15:07:43",0.79448,5,ludomarki
947,13431238,"Kilian Maillard","2025-03-03 14:53:28",0.79448,4,kilianmaillard
948,13430992,BeritanA,"2025-04-14 13:04:59",0.79448,5,beritana
949,13432232,briancorreia,"2025-03-03 18:42:14",0.79448,3,briancorreia
950,13459182,"Malik Maayer","2025-03-08 05:03:03",0.79448,1,malikmaayer
951,13459516,"Abhilash K","2025-03-08 08:54:48",0.79448,2,abhilash9604
952,13479619,"Allison Bender","2025-03-11 19:41:37",0.79448,1,allisonbender
953,13480519,"Jacob Owen","2025-03-12 00:31:05",0.79448,1,jacobowen
954,13481826,"Hayden Coffman","2025-03-12 07:45:22",0.79448,9,haydencoffman
955,13479121,"Sophia Vy Pham","2025-03-25 01:39:31",0.79448,24,sophiavypham
956,13514805,pushpendras0026,"2025-03-20 09:53:17",0.79448,1,pushpendras0026
957,13480628,aykong,"2025-03-25 15:23:55",0.79448,36,aykong
958,13520791,fancyyyy,"2025-03-25 02:23:09",0.79448,32,fancyyyy
959,13543449,"Aravind Modala","2025-03-26 18:46:43",0.79448,1,aravindmodala
960,13509543,"Fernando Real Rojas","2025-03-27 21:16:47",0.79448,4,fernandorealrojas
961,13567116,"Dharlene Gilbuena","2025-03-28 05:15:06",0.79448,10,dharlenegilbuena
962,13567131,"Bonne Glandale Dadis","2025-04-04 02:13:42",0.79448,6,bonneglandaledadis
963,13566396,"Sophia Jessica Fabelico","2025-04-04 02:17:26",0.79448,4,sophiafabelico
964,13619241,BAOLONGZHANSHI_1,"2025-04-06 09:56:06",0.79448,5,baolongzhanshi1
965,13634701,"Lunden Mandigo","2025-04-08 22:40:14",0.79448,9,lundenmandigo
966,13675514,slcha27,"2025-04-16 09:37:34",0.79448,1,slcha27
